"Nomor","Keterangan","Jumlah","Volume","Harga","Jenis Barang","Label"
"320","Samarinda Oven 400 x 3 x 30","2","0.072","342000","Papan","Sangat Laris"
"321","Samarinda Oven 400 x 4 x 25","2","0.08","372000","Papan","Sangat Laris"
"322","Samarinda Oven 400 x 6 x 17","1","0.0408","381480","Balok","Cukup Laris"
"323","Samarinda Oven 500 x 6 x 17","2","0.102","504900","Balok","Cukup Laris"
"324","Samarinda Oven 400 x 3 x 30","2","0.072","342000","Papan","Sangat Laris"
"325","Samarinda Oven 400 x 4 x 20","1","0.032","294400","Papan","Sangat Laris"
"326","Samarinda Oven 400 x 4 x 30","1","0.048","456000","Papan","Sangat Laris"
"327","Samarinda Oven 500 x 4 x 25","2","0.1","465000","Papan","Sangat Laris"
"328","Merbau Oven 240 x 4 x 20","1","0.0192","456960","Papan","Kurang Laris"
"329","Samarinda Oven 400 x 3 x 25","4","0.12","279000","Papan","Sangat Laris"
"330","SB Basah 400 x 5 x 7","1","0.014","116200","Kaso","Cukup Laris"
"331","Samarinda Oven 400 x 3 x 20","1","0.024","220800","Papan","Kurang Laris"
"332","Merbau Oven 400 x 6 x 15","4","0.144","795600","Balok","Cukup Laris"
"333","Samarinda Oven 300 x 6 x 15","10","0.27","234900","Balok","Sangat Laris"
"334","Merbau Oven 250 x 4 x 25","3","0.075","597500","Papan","Cukup Laris"
"335","Merbau Oven 250 x 4 x 20","2","0.04","476000","Papan","Cukup Laris"
"336","Samarinda Oven 400 x 3 x 25","4","0.12","279000","Papan","Sangat Laris"
"337","Samarinda Oven 400 x 4 x 25","4","0.16","372000","Papan","Sangat Laris"
"338","Merbau Oven 250 x 6 x 15","1","0.0225","508500","Balok","Sangat Laris"
"339","Merbau Oven 400 x 3 x 30","1","0.036","878400","Papan","Cukup Laris"
"340","Merbau Oven 400 x 4 x 25","1","0.04","956000","Papan","Cukup Laris"
"341","Merbau Oven 500 x 3 x 20","1","0.03","729000","Papan","Kurang Laris"
"342","Merbau Oven 400 x 4 x 25","2","0.08","956000","Papan","Cukup Laris"
"343","Merbau Basah 110 x 6 x 15","1","0.0099","199980","Balok","Kurang Laris"
"344","Merbau Basah 210 x 6 x 15","2","0.0378","408240","Balok","Kurang Laris"
"345","Samarinda Oven 400 x 4 x 25","10","0.4","372000","Papan","Sangat Laris"
"346","Samarinda Oven 400 x 6 x 15","5","0.18","313200","Balok","Sangat Laris"
"347","Samarinda Oven 400 x 3 x 25","6","0.18","279000","Papan","Sangat Laris"
"348","Samarinda Oven 400 x 3 x 30","20","0.72","342000","Papan","Sangat Laris"
"349","Samarinda Oven 400 x 4 x 30","5","0.24","456000","Papan","Sangat Laris"
"350","Samarinda Oven 500 x 4 x 30","9","0.54","570000","Papan","Cukup Laris"
"351","Merbau Basah 260 x 6 x 15","1","0.0234","505440","Balok","Cukup Laris"
"352","Merbau Basah 280 x 6 x 15","1","0.0252","544320","Balok","Kurang Laris"
"353","Samarinda Oven 400 x 3 x 30","4","0.144","342000","Papan","Sangat Laris"
"354","Samarinda Oven 400 x 4 x 20","2","0.064","294400","Papan","Sangat Laris"
"355","Samarinda Oven 400 x 4 x 25","5","0.2","372000","Papan","Sangat Laris"
"356","SB Basah 400 x 12 x 12","1","0.0576","691200","Balken","Kurang Laris"
"357","Samarinda Oven 400 x 3 x 30","3","0.108","351000","Papan","Sangat Laris"
"358","Samarinda Oven 400 x 6 x 15","20","0.72","322200","Balok","Sangat Laris"
"359","Samarinda Oven 400 x 3 x 30","2","0.072","342000","Papan","Sangat Laris"
"360","Samarinda Oven 400 x 4 x 20","1","0.032","294400","Papan","Sangat Laris"
"361","Samarinda Oven 400 x 4 x 25","4","0.16","372000","Papan","Sangat Laris"
"362","Samarinda Oven 450 x 6 x 15","3","0.1215","372600","Balok","Cukup Laris"
"363","Samarinda Oven 500 x 5 x 15","3","0.1125","360000","Balok","Sangat Laris"
"364","Samarinda Oven 250 x 6 x 15","4","0.09","207000","Balok","Sangat Laris"
"365","Merbau Oven 400 x 3 x 25","3","0.09","717000","Papan","Kurang Laris"
"366","Merbau Oven 400 x 3 x 30","7","0.252","878400","Papan","Cukup Laris"
"367","Merbau Oven 250 x 4 x 30","12","0.36","732000","Papan","Kurang Laris"
"368","Samarinda Oven 400 x 3 x 30","2","0.072","342000","Papan","Sangat Laris"
"369","Samarinda Oven 500 x 4 x 25","3","0.15","465000","Papan","Sangat Laris"
"370","Merbau Oven 300 x 6 x 17","5","0.153","691560","Balok","Kurang Laris"
"371","Samarinda Oven 300 x 6 x 15","4","0.108","234900","Balok","Sangat Laris"
"372","Samarinda Oven 400 x 3 x 30","2","0.072","342000","Papan","Sangat Laris"
"373","Samarinda Oven 400 x 4 x 20","4","0.128","294400","Papan","Sangat Laris"
"374","Samarinda Oven 400 x 5 x 20","1","0.04","380000","Balken","Kurang Laris"
"375","Samarinda Oven 400 x 6 x 12","2","0.0576","250560","Balok","Sangat Laris"
"376","SB Basah 400 x 4 x 6","5","0.048","79680","Papan","Kurang Laris"
"377","Samarinda Oven 400 x 5 x 15","1","0.03","273000","Balok","Sangat Laris"
"378","Samarinda Oven 500 x 5 x 15","4","0.15","360000","Balok","Sangat Laris"
"379","Samarinda Oven 250 x 6 x 15","2","0.045","207000","Balok","Sangat Laris"
"380","Samarinda Oven 300 x 6 x 15","5","0.135","234900","Balok","Sangat Laris"
"381","Samarinda Oven 400 x 6 x 15","5","0.18","313200","Balok","Sangat Laris"
"382","Merbau Basah 100 x 6 x 15","1","0.009","181800","Balok","Cukup Laris"
"383","Merbau Basah 140 x 6 x 15","2","0.0252","254520","Balok","Kurang Laris"
"384","Merbau Basah 200 x 6 x 15","6","0.108","388800","Balok","Cukup Laris"
"385","Merbau Basah 230 x 6 x 15","4","0.0828","447120","Balok","Cukup Laris"
"386","Merbau Basah 90 x 6 x 15","1","0.0081","163620","Balok","Cukup Laris"
"387","SB Basah 400 x 3 x 4","10","0.048","41760","Papan","Sangat Laris"
"388","SB Basah 400 x 4 x 6","6","0.0576","79680","Papan","Kurang Laris"
"389","Samarinda Oven 400 x 8 x 12","4","0.1536","349440","Balken","Cukup Laris"
"390","Samarinda Oven 400 x 8 x 15","2","0.096","436800","Balken","Kurang Laris"
"391","Samarinda Oven 400 x 3 x 30","12","0.432","342000","Papan","Sangat Laris"
"392","Samarinda Oven 400 x 4 x 20","2","0.064","294400","Papan","Sangat Laris"
"393","Samarinda Oven 400 x 3 x 30","8","0.288","342000","Papan","Sangat Laris"
"394","Merbau Oven 400 x 4 x 15","5","0.12","554400","Papan","Kurang Laris"
"395","Merbau Basah 100 x 6 x 15","1","0.009","181800","Balok","Cukup Laris"
"396","Merbau Basah 130 x 6 x 15","8","0.0936","236340","Balok","Kurang Laris"
"397","Merbau Basah 170 x 6 x 15","4","0.0612","309060","Balok","Kurang Laris"
"398","Merbau Basah 200 x 6 x 15","14","0.252","388800","Balok","Cukup Laris"
"399","Samarinda Oven 400 x 5 x 15","1","0.03","273000","Balok","Sangat Laris"
"400","Samarinda Oven 400 x 5 x 25","1","0.05","475000","Balken","Cukup Laris"
"401","Samarinda Oven 500 x 4 x 25","4","0.2","465000","Papan","Sangat Laris"
"402","Samarinda Oven 500 x 4 x 30","2","0.12","570000","Papan","Cukup Laris"
"403","Samarinda Oven 500 x 5 x 15","4","0.15","360000","Balok","Sangat Laris"
"404","Merbau Basah 120 x 6 x 15","4","0.0432","218160","Balok","Kurang Laris"
"405","Merbau Basah 160 x 6 x 15","6","0.0864","290880","Balok","Kurang Laris"
"406","Merbau Basah 180 x 6 x 15","18","0.2916","327240","Balok","Cukup Laris"
"407","Merbau Basah 260 x 6 x 15","2","0.0468","505440","Balok","Cukup Laris"
"408","Merbau Basah 290 x 6 x 15","2","0.0522","563760","Balok","Kurang Laris"
"409","Merbau Oven 400 x 4 x 20","2","0.064","761600","Papan","Kurang Laris"
"410","Samarinda Oven 400 x 4 x 25","2","0.08","372000","Papan","Sangat Laris"
"411","Samarinda Oven 400 x 5 x 30","2","0.12","582000","Balken","Kurang Laris"
"412","Samarinda Oven 450 x 4 x 20","1","0.036","331200","Papan","Kurang Laris"
"413","Samarinda Oven 400 x 3 x 30","1","0.036","342000","Papan","Sangat Laris"
"414","Samarinda Oven 400 x 5 x 15","44","1.32","273000","Balok","Sangat Laris"
"415","Samarinda Oven 400 x 5 x 20","4","0.16","380000","Balken","Kurang Laris"
"416","Samarinda Oven 400 x 6 x 15","1","0.036","313200","Balok","Sangat Laris"
"417","Samarinda Oven 500 x 6 x 15","1","0.045","414000","Balok","Cukup Laris"
"418","SB Basah 400 x 5 x 7","1","0.014","116200","Kaso","Cukup Laris"
"419","Samarinda Oven 500 x 5 x 25","2","0.125","593750","Balken","Cukup Laris"
"420","Merbau Oven 400 x 3 x 25","2","0.06","724500","Papan","Kurang Laris"
"421","Merbau Oven 400 x 3 x 30","2","0.072","887400","Papan","Cukup Laris"
"422","Merbau Oven 400 x 4 x 20","2","0.064","769600","Papan","Kurang Laris"
"423","Merbau Oven 400 x 4 x 25","4","0.16","966000","Papan","Cukup Laris"
"424","Meranti Oven  400 x 6 x 15","4","0.144","244800","Balok","Sangat Laris"
"425","SB Basah 400 x 5 x 7","1","0.014","116200","Kaso","Cukup Laris"
"426","Samarinda Oven 250 x 6 x 15","18","0.405","207000","Balok","Sangat Laris"
"427","Samarinda Oven 400 x 6 x 15","4","0.144","313200","Balok","Sangat Laris"
"428","Samarinda Oven 450 x 6 x 15","1","0.0405","372600","Balok","Cukup Laris"
"429","Merbau Basah 400 x 4 x 6","3","0.0288","212160","Papan","Kurang Laris"
"430","SB Basah 400 x 3 x 4","40","0.192","41760","Papan","Sangat Laris"
"431","SO Merah 400 x 3 x 20","4","0.096","214800","Papan","Sangat Laris"
"432","Samarinda Oven 400 x 3 x 25","2","0.06","286500","Papan","Sangat Laris"
"433","Samarinda Oven 400 x 4 x 30","2","0.096","468000","Papan","Sangat Laris"
"434","Samarinda Oven 500 x 5 x 30","2","0.15","727500","Balken","Kurang Laris"
"435","Samarinda Oven 500 x 6 x 15","2","0.09","414000","Balok","Cukup Laris"
"436","Samarinda Oven 400 x 4 x 30","20","0.96","456000","Papan","Sangat Laris"
"437","Samarinda Oven 400 x 5 x 15","36","1.08","273000","Balok","Sangat Laris"
"438","Samarinda Oven 400 x 5 x 25","6","0.3","475000","Balken","Cukup Laris"
"439","Samarinda Oven 500 x 4 x 25","15","0.75","465000","Papan","Sangat Laris"
"440","Samarinda Oven 300 x 6 x 15","5","0.135","234900","Balok","Sangat Laris"
"441","Samarinda Oven 400 x 4 x 30","10","0.48","456000","Papan","Sangat Laris"
"442","Samarinda Oven 400 x 6 x 15","2","0.072","313200","Balok","Sangat Laris"
"443","SB Basah 400 x 15 x 15","2","0.18","1080000","Balken","Kurang Laris"
"444","Samarinda Oven 400 x 5 x 15","4","0.12","273000","Balok","Sangat Laris"
"445","Samarinda Oven 400 x 4 x 25","12","0.48","372000","Papan","Sangat Laris"
"446","Merbau Basah 100 x 6 x 15","1","0.009","181800","Balok","Cukup Laris"
"447","Merbau Basah 210 x 6 x 15","2","0.0378","408240","Balok","Kurang Laris"
"448","Meranti Oven 400 x 3 x 30","2","0.072","298800","Papan","Kurang Laris"
"449","Samarinda Oven 400 x 3 x 30","3","0.108","342000","Papan","Sangat Laris"
"450","Samarinda Oven 400 x 4 x 20","2","0.064","294400","Papan","Sangat Laris"
"451","Samarinda Oven 400 x 4 x 25","3","0.12","372000","Papan","Sangat Laris"
"452","Samarinda Oven 500 x 6 x 12","6","0.216","331200","Balok","Kurang Laris"
"453","Samarinda Oven 400 x 4 x 20","5","0.16","294400","Papan","Sangat Laris"
"454","Samarinda Oven 500 x 4 x 20","10","0.4","368000","Papan","Sangat Laris"
"455","Samarinda Oven 500 x 5 x 30","1","0.075","727500","Balken","Kurang Laris"
"456","Samarinda Oven 400 x 4 x 25","4","0.16","372000","Papan","Sangat Laris"
"457","Samarinda Oven 500 x 4 x 25","3","0.15","465000","Papan","Sangat Laris"
"458","Merbau Oven 400 x 3 x 35","6","0.252","1041600","Papan","Kurang Laris"
"459","Samarinda Oven 400 x 4 x 30","10","0.48","456000","Papan","Sangat Laris"
"460","Samarinda Oven 400 x 3 x 25","2","0.06","279000","Papan","Sangat Laris"
"461","Samarinda Oven 400 x 4 x 20","1","0.032","294400","Papan","Sangat Laris"
"462","Samarinda Oven 400 x 4 x 25","3","0.12","372000","Papan","Sangat Laris"
"463","Samarinda Oven 400 x 3 x 25","2","0.06","286500","Papan","Sangat Laris"
"464","Samarinda Oven 500 x 5 x 25","24","1.5","612500","Balken","Cukup Laris"
"465","Merbau Oven 400 x 3 x 25","1","0.03","717000","Papan","Kurang Laris"
"466","Merbau Oven 500 x 3 x 25","1","0.0375","915000","Papan","Kurang Laris"
"467","Samarinda Oven 400 x 6 x 17","7","0.2856","371280","Balok","Cukup Laris"
"468","Merbau Oven 250 x 6 x 15","7","0.1575","508500","Balok","Sangat Laris"
"469","Merbau Oven 300 x 6 x 15","2","0.054","594000","Balok","Cukup Laris"
"470","Samarinda Oven 250 x 4 x 25","4","0.1","232500","Papan","Kurang Laris"
"471","Samarinda Oven 300 x 4 x 25","4","0.12","279000","Papan","Cukup Laris"
"472","Merbau Basah 140 x 6 x 15","2","0.0252","254520","Balok","Kurang Laris"
"473","Samarinda Oven 400 x 5 x 15","2","0.06","273000","Balok","Sangat Laris"
"474","Samarinda Oven 500 x 4 x 30","3","0.18","570000","Papan","Cukup Laris"
"475","Samarinda Oven 500 x 5 x 15","6","0.225","360000","Balok","Sangat Laris"
"476","Samarinda Oven 400 x 4 x 25","6","0.24","372000","Papan","Sangat Laris"
"477","Merbau Basah 400 x 2 x 20","8","0.128","414400","Papan","Cukup Laris"
"478","Samarinda Oven 400 x 6 x 15","4","0.144","313200","Balok","Sangat Laris"
"479","Samarinda Oven 400 x 3 x 25","1","0.03","279000","Papan","Sangat Laris"
"480","Samarinda Oven 400 x 3 x 30","2","0.072","342000","Papan","Sangat Laris"
"481","Samarinda Oven 400 x 4 x 25","2","0.08","372000","Papan","Sangat Laris"
"482","Samarinda Oven 450 x 4 x 20","1","0.036","331200","Papan","Kurang Laris"
"483","Merbau Oven 300 x 6 x 17","1","0.0306","691560","Balok","Kurang Laris"
"484","Merbau Oven 400 x 6 x 17","1","0.0408","922080","Balok","Kurang Laris"
"485","Merbau Oven 500 x 6 x 17","2","0.102","1178100","Balok","Kurang Laris"
"486","Merbau Oven 250 x 6 x 17","29","0.7395","576300","Balok","Cukup Laris"
"487","Merbau Basah 200 x 6 x 15","2","0.036","388800","Balok","Cukup Laris"
"488","Samarinda Oven 400 x 5 x 15","2","0.06","273000","Balok","Sangat Laris"
"489","Samarinda Oven 500 x 5 x 15","8","0.3","360000","Balok","Sangat Laris"
"490","Samarinda Oven 300 x 4 x 25","1","0.03","279000","Papan","Cukup Laris"
"491","Samarinda Oven 400 x 3 x 20","4","0.096","220800","Papan","Kurang Laris"
"492","Samarinda Oven 400 x 3 x 30","2","0.072","342000","Papan","Sangat Laris"
"493","Samarinda Oven 400 x 6 x 12","7","0.2016","250560","Balok","Sangat Laris"
"494","Samarinda Oven 500 x 4 x 25","2","0.1","465000","Papan","Sangat Laris"
"495","Samarinda Oven 400 x 3 x 25","3","0.09","279000","Papan","Sangat Laris"
"496","Samarinda Oven 400 x 4 x 30","2","0.096","456000","Papan","Sangat Laris"
"497","Samarinda Oven 400 x 5 x 15","2","0.06","273000","Balok","Sangat Laris"
"498","Samarinda Oven 500 x 5 x 15","3","0.1125","360000","Balok","Sangat Laris"
"499","Samarinda Oven 500 x 4 x 25","2","0.1","480000","Papan","Sangat Laris"
"500","Samarinda Oven 500 x 5 x 20","12","0.6","490000","Balken","Kurang Laris"
"501","Samarinda Oven 500 x 5 x 25","12","0.75","612500","Balken","Cukup Laris"
"502","Samarinda Oven 400 x 3 x 25","4","0.12","279000","Papan","Sangat Laris"
"503","Samarinda Oven 400 x 3 x 30","8","0.288","342000","Papan","Sangat Laris"
"504","Samarinda Oven 400 x 4 x 25","14","0.56","372000","Papan","Sangat Laris"
"505","Samarinda Oven 400 x 5 x 15","12","0.36","273000","Balok","Sangat Laris"
"506","Samarinda Oven 400 x 5 x 15","1","0.03","273000","Balok","Sangat Laris"
"507","Samarinda Oven 500 x 4 x 25","4","0.2","465000","Papan","Sangat Laris"
"508","Samarinda Oven 500 x 5 x 15","3","0.1125","360000","Balok","Sangat Laris"
"509","Merbau Oven 250 x 4 x 25","4","0.1","597500","Papan","Cukup Laris"
"510","Merbau Oven 400 x 5 x 15","4","0.12","678000","Balok","Kurang Laris"
"511","Merbau Oven 500 x 5 x 20","1","0.05","1225000","Balken","Kurang Laris"
"512","Samarinda Oven 250 x 6 x 15","7","0.1575","207000","Balok","Sangat Laris"
"513","Samarinda Oven 400 x 3 x 25","1","0.03","279000","Papan","Sangat Laris"
"514","Samarinda Oven 400 x 4 x 20","1","0.032","294400","Papan","Sangat Laris"
"515","Samarinda Oven 400 x 4 x 25","1","0.04","372000","Papan","Sangat Laris"
"516","Samarinda Oven 400 x 6 x 15","1","0.036","313200","Balok","Sangat Laris"
"517","SB Basah 400 x 5 x 7","6","0.084","116200","Kaso","Cukup Laris"
"518","Samarinda Oven 400 x 3 x 30","5","0.18","342000","Papan","Sangat Laris"
"519","Merbau Basah 400 x 2 x 25","4","0.08","520000","Papan","Kurang Laris"
"520","Merbau Basah 400 x 2 x 20","1","0.016","414400","Papan","Cukup Laris"
"521","Samarinda Oven 400 x 5 x 30","1","0.06","582000","Balken","Kurang Laris"
"522","Merbau Oven 400 x 5 x 15","2","0.06","678000","Balok","Kurang Laris"
"523","Samarinda Oven 500 x 6 x 17","3","0.153","489600","Balok","Cukup Laris"
"524","Samarinda Oven 400 x 4 x 25","2","0.08","372000","Papan","Sangat Laris"
"525","Samarinda Oven 400 x 5 x 15","7","0.21","273000","Balok","Sangat Laris"
"526","Samarinda Oven 400 x 6 x 12","1","0.0288","250560","Balok","Sangat Laris"
"527","Samarinda Oven 500 x 4 x 25","2","0.1","465000","Papan","Sangat Laris"
"528","Samarinda Oven 500 x 4 x 30","4","0.24","570000","Papan","Cukup Laris"
"529","Samarinda Oven 500 x 5 x 15","9","0.3375","360000","Balok","Sangat Laris"
"530","Merbau Basah 400 x 2 x 20","1","0.016","414400","Papan","Cukup Laris"
"531","Samarinda Oven 400 x 6 x 15","2","0.072","313200","Balok","Sangat Laris"
"532","Samarinda Oven 500 x 4 x 30","2","0.12","570000","Papan","Cukup Laris"
"533","Samarinda Oven 250 x 6 x 15","4","0.09","207000","Balok","Sangat Laris"
"534","Samarinda Oven 300 x 6 x 15","1","0.027","234900","Balok","Sangat Laris"
"535","Samarinda Oven 400 x 6 x 15","6","0.216","313200","Balok","Sangat Laris"
"536","Samarinda Oven 400 x 3 x 25","1","0.03","279000","Papan","Sangat Laris"
"537","Samarinda Oven 400 x 3 x 30","2","0.072","342000","Papan","Sangat Laris"
"538","Samarinda Oven 400 x 4 x 20","5","0.16","294400","Papan","Sangat Laris"
"539","Samarinda Oven 500 x 5 x 15","1","0.0375","360000","Balok","Sangat Laris"
"540","Samarinda Oven 400 x 3 x 30","4","0.144","342000","Papan","Sangat Laris"
"541","Samarinda Oven 400 x 6 x 15","1","0.036","313200","Balok","Sangat Laris"
"542","Samarinda Oven 500 x 6 x 17","3","0.153","489600","Balok","Cukup Laris"
"543","Samarinda Oven 450 x 6 x 17 ","1","0.0459","440640","Balok","Kurang Laris"
"544","Samarinda Oven 400 x 4 x 25","20","0.8","372000","Papan","Sangat Laris"
"545","Samarinda Oven 400 x 4 x 30","10","0.48","456000","Papan","Sangat Laris"
"546","Samarinda Oven 400 x 5 x 25","2","0.1","475000","Balken","Cukup Laris"
"547","Samarinda Oven 400 x 4 x 20","2","0.064","294400","Papan","Sangat Laris"
"548","Samarinda Oven 400 x 4 x 25","4","0.16","372000","Papan","Sangat Laris"
"549","Samarinda Oven 400 x 6 x 15","3","0.108","313200","Balok","Sangat Laris"
"550","Samarinda Oven 500 x 6 x 15","1","0.045","414000","Balok","Cukup Laris"
"551","Samarinda Oven 400 x 3 x 25","2","0.06","279000","Papan","Sangat Laris"
"552","Samarinda Oven 400 x 4 x 25","2","0.08","372000","Papan","Sangat Laris"
"553","Samarinda Oven 400 x 6 x 12","1","0.0288","250560","Balok","Sangat Laris"
"554","Samarinda Oven 500 x 6 x 12","2","0.072","331200","Balok","Kurang Laris"
"555","Meranti Oven  400 x 3 x 25","12","0.36","234000","Papan","Kurang Laris"
"556","Samarinda Oven 400 x 4 x 30","5","0.24","456000","Papan","Sangat Laris"
"557","Samarinda Oven 500 x 4 x 30","14","0.84","570000","Papan","Cukup Laris"
"558","Merbau Oven 250 x 6 x 15","21","0.4725","508500","Balok","Sangat Laris"
"559","Merbau Basah 100 x 6 x 15","10","0.09","181800","Balok","Cukup Laris"
"560","Merbau Basah 200 x 6 x 15","3","0.054","388800","Balok","Cukup Laris"
"561","Samarinda Oven 400 x 4 x 30","6","0.288","456000","Papan","Sangat Laris"
"562","Samarinda Oven 400 x 6 x 17","1","0.0408","371280","Balok","Cukup Laris"
"563","Samarinda Oven 500 x 6 x 17","4","0.204","489600","Balok","Cukup Laris"
"564","Samarinda Oven 400 x 3 x 25","6","0.18","279000","Papan","Sangat Laris"
"565","Samarinda Oven 400 x 4 x 25","3","0.12","372000","Papan","Sangat Laris"
"566","Samarinda Oven 500 x 8 x 15","1","0.06","576000","Balken","Kurang Laris"
"567","Samarinda Oven 400 x 6 x 12","1","0.0288","250560","Balok","Sangat Laris"
"568","Samarinda Oven 400 x 3 x 25","3","0.09","279000","Papan","Sangat Laris"
"569","Samarinda Oven 400 x 3 x 30","2","0.072","342000","Papan","Sangat Laris"
"570","Samarinda Oven 400 x 4 x 20","5","0.16","294400","Papan","Sangat Laris"
"571","Samarinda Oven 400 x 6 x 15","18","0.648","313200","Balok","Sangat Laris"
"572","Samarinda Oven 500 x 4 x 25","5","0.25","465000","Papan","Sangat Laris"
"573","Samarinda Oven 400 x 5 x 15","5","0.15","273000","Balok","Sangat Laris"
"574","Samarinda Oven 500 x 5 x 15","16","0.6","360000","Balok","Sangat Laris"
"575","Samarinda Oven 500 x 5 x 25","3","0.1875","612500","Balken","Cukup Laris"
"576","Merbau Basah 150 x 6 x 15","1","0.0135","272700","Balok","Cukup Laris"
"577","Merbau Basah 230 x 6 x 15","2","0.0414","447120","Balok","Cukup Laris"
"578","Samarinda Oven 400 x 4 x 30","1","0.048","456000","Papan","Sangat Laris"
"579","Samarinda Oven 400 x 3 x 30","4","0.144","342000","Papan","Sangat Laris"
"580","Samarinda Oven 400 x 4 x 30","2","0.096","456000","Papan","Sangat Laris"
"581","Samarinda Oven 400 x 6 x 17","1","0.0408","371280","Balok","Cukup Laris"
"582","Merbau Oven 400 x 4 x 20","1","0.032","761600","Papan","Kurang Laris"
"583","Merbau Oven 400 x 4 x 15","2","0.048","554400","Papan","Kurang Laris"
"584","Merbau Basah 100 x 6 x 15","3","0.027","181800","Balok","Cukup Laris"
"585","Merbau Basah 110 x 6 x 15","2","0.0198","199980","Balok","Kurang Laris"
"586","Merbau Basah 500 x 4 x 20","1","0.04","956000","Papan","Kurang Laris"
"587","Merbau Basah 120 x 6 x 15","3","0.0324","218160","Balok","Kurang Laris"
"588","Merbau Basah 150 x 6 x 15","2","0.027","272700","Balok","Cukup Laris"
"589","Merbau Basah 170 x 6 x 15","9","0.1377","309060","Balok","Kurang Laris"
"590","Merbau Basah 200 x 6 x 15","9","0.162","388800","Balok","Cukup Laris"
"591","Merbau Oven 400 x 6 x 30","3","0.216","1756800","Balken","Kurang Laris"
"592","Merbau Oven 400 x 6 x 17","14","0.5712","922080","Balok","Kurang Laris"
"593","Merbau Oven 500 x 6 x 17","12","0.612","1178100","Balok","Kurang Laris"
"594","Merbau Oven 300 x 6 x 17","1","0.0306","706860","Balok","Kurang Laris"
"595","Meranti Oven 400 x 3 x 30","3","0.108","298800","Papan","Kurang Laris"
"596","Samarinda Oven 400 x 3 x 30","1","0.036","342000","Papan","Sangat Laris"
"597","Samarinda Oven 400 x 4 x 30","1","0.048","456000","Papan","Sangat Laris"
"598","Samarinda Oven 400 x 5 x 15","1","0.03","273000","Balok","Sangat Laris"
"599","Samarinda Oven 500 x 5 x 15","1","0.0375","360000","Balok","Sangat Laris"
"600","SB Basah 400 x 5 x 7","4","0.056","116200","Kaso","Cukup Laris"
"601","Samarinda Oven 400 x 3 x 30","5","0.18","342000","Papan","Sangat Laris"
"602","Samarinda Oven 400 x 4 x 25","5","0.2","372000","Papan","Sangat Laris"
"603","Merbau Oven 400 x 6 x 30","1","0.072","1756800","Balken","Kurang Laris"
"604","Merbau Basah 150 x 6 x 15","8","0.108","272700","Balok","Cukup Laris"
"605","Merbau Basah 200 x 6 x 15","16","0.288","388800","Balok","Cukup Laris"
"606","Samarinda Oven 400 x 3 x 30","1","0.036","342000","Papan","Sangat Laris"
"607","Samarinda Oven 500 x 4 x 25","1","0.05","465000","Papan","Sangat Laris"
"608","Samarinda Oven 400 x 3 x 30","3","0.108","342000","Papan","Sangat Laris"
"609","Samarinda Oven 400 x 4 x 20","1","0.032","294400","Papan","Sangat Laris"
"610","Samarinda Oven 400 x 4 x 30","3","0.144","456000","Papan","Sangat Laris"
"611","Samarinda Oven 400 x 6 x 15","1","0.036","313200","Balok","Sangat Laris"
"612","Merbau Oven 250 x 4 x 25","7","0.175","597500","Papan","Cukup Laris"
"613","Merbau Oven 500 x 6 x 15","1","0.045","1017000","Balok","Cukup Laris"
"614","Samarinda Oven 400 x 4 x 20","5","0.16","294400","Papan","Sangat Laris"
"615","Samarinda Oven 400 x 4 x 30","2","0.096","456000","Papan","Sangat Laris"
"616","Samarinda Oven 400 x 6 x 12","10","0.288","250560","Balok","Sangat Laris"
"617","Samarinda Oven 500 x 4 x 25","5","0.25","465000","Papan","Sangat Laris"
"618","Samarinda Oven 500 x 6 x 12","5","0.18","331200","Balok","Kurang Laris"
"619","Merbau Oven 400 x 3 x 30","1","0.036","878400","Papan","Cukup Laris"
"620","Merbau Oven 500 x 6 x 15","1","0.045","1017000","Balok","Cukup Laris"
"621","Merbau Oven 400 x 4 x 15","2","0.048","554400","Papan","Kurang Laris"
"622","Samarinda Oven 400 x 3 x 20","1","0.024","220800","Papan","Kurang Laris"
"623","Samarinda Oven 400 x 3 x 25","1","0.03","279000","Papan","Sangat Laris"
"624","Samarinda Oven 400 x 3 x 30","3","0.108","342000","Papan","Sangat Laris"
"625","Samarinda Oven 300 x 4 x 25","3","0.09","279000","Papan","Cukup Laris"
"626","Samarinda Oven 400 x 3 x 30","2","0.072","342000","Papan","Sangat Laris"
"627","Samarinda Oven 400 x 4 x 20","3","0.096","294400","Papan","Sangat Laris"
"628","Samarinda Oven 400 x 6 x 15","4","0.144","313200","Balok","Sangat Laris"
"629","Samarinda Oven 400 x 3 x 25","1","0.03","279000","Papan","Sangat Laris"
"630","Samarinda Oven 400 x 3 x 30","1","0.036","342000","Papan","Sangat Laris"
"631","Samarinda Oven 400 x 4 x 25","2","0.08","372000","Papan","Sangat Laris"
"632","Samarinda Oven 400 x 6 x 15","5","0.18","313200","Balok","Sangat Laris"
"633","Samarinda Oven 400 x 3 x 25","2","0.06","279000","Papan","Sangat Laris"
"634","Samarinda Oven 400 x 3 x 30","3","0.108","342000","Papan","Sangat Laris"
"635","Samarinda Oven 400 x 4 x 20","2","0.064","294400","Papan","Sangat Laris"
"636","Samarinda Oven 400 x 6 x 12","1","0.0288","250560","Balok","Sangat Laris"
"637","Samarinda Oven 400 x 6 x 15","6","0.216","313200","Balok","Sangat Laris"
